timestamp,episode,step,elapsed,state,action,reward,done,success
1771366899.089576,3,32,2.2479135990142822,"[-0.3928881287574768, 0.005982707254588604]",2,-1.0,False,False
1771366899.1485944,3,33,2.306931972503662,"[-0.38686081767082214, 0.0060273087583482265]",2,-1.0,False,False
1771366899.2153597,3,34,2.373697280883789,"[-0.3808305263519287, 0.006030295044183731]",2,-1.0,False,False
1771366899.277684,3,35,2.436021566390991,"[-0.3768385648727417, 0.0039919717237353325]",0,-1.0,False,False
1771366899.3409019,3,36,2.499239444732666,"[-0.3749120831489563, 0.0019264883594587445]",0,-1.0,False,False
1771366899.4016721,3,37,2.560009717941284,"[-0.37506410479545593, -0.00015204794181045145]",0,-1.0,False,False
1771366899.4636836,3,38,2.622021198272705,"[-0.3772936761379242, -0.0022295552771538496]",0,-1.0,False,False
1771366899.5252655,3,39,2.683603048324585,"[-0.38158562779426575, -0.0042919497936964035]",0,-1.0,False,False
1771366899.5872352,3,40,2.745572805404663,"[-0.38791075348854065, -0.006325118709355593]",0,-1.0,False,False
1771366899.6466947,3,41,2.805032253265381,"[-0.3962256610393524, -0.008314906619489193]",0,-1.0,False,False
1771366899.7144043,3,42,2.872741937637329,"[-0.406472772359848, -0.0102471262216568]",0,-1.0,False,False
1771366899.775744,3,43,2.934081554412842,"[-0.41858038306236267, -0.012107606045901775]",0,-1.0,False,False
1771366899.8374944,3,44,2.9958319664001465,"[-0.4324626624584198, -0.013882278464734554]",0,-1.0,False,False
1771366899.8995144,3,45,3.057852029800415,"[-0.44801998138427734, -0.015557315200567245]",0,-1.0,False,False
1771366899.961457,3,46,3.1197946071624756,"[-0.4651392698287964, -0.017119312658905983]",0,-1.0,False,False
1771366900.0231442,3,47,3.1814818382263184,"[-0.48369479179382324, -0.01855551451444626]",0,-1.0,False,False
1771366900.0868468,3,48,3.2451844215393066,"[-0.5035488605499268, -0.01985407993197441]",0,-1.0,False,False
1771366900.148868,3,49,3.3072056770324707,"[-0.5245532393455505, -0.021004362031817436]",0,-1.0,False,False
1771366900.209304,3,50,3.3676416873931885,"[-0.546550452709198, -0.021997204050421715]",0,-1.0,False,False
1771366900.2689083,3,51,3.427245855331421,"[-0.5693756341934204, -0.022825203835964203]",0,-1.0,False,False
1771366900.3349051,3,52,3.4932427406311035,"[-0.592858612537384, -0.023482954129576683]",0,-1.0,False,False
1771366900.396435,3,53,3.5547726154327393,"[-0.6168258190155029, -0.023967236280441284]",0,-1.0,False,False
1771366900.4599438,3,54,3.618281364440918,"[-0.6411029696464539, -0.024277111515402794]",0,-1.0,False,False
1771366900.5213857,3,55,3.6797232627868652,"[-0.6655169129371643, -0.02441396936774254]",0,-1.0,False,False
1771366900.579448,3,56,3.737785577774048,"[-0.6898983716964722, -0.024381449446082115]",0,-1.0,False,False
1771366900.6452165,3,57,3.803554058074951,"[-0.7140836715698242, -0.02418530359864235]",0,-1.0,False,False
1771366900.712034,3,58,3.8703715801239014,"[-0.7379168272018433, -0.02383316308259964]",0,-1.0,False,False
1771366900.7699332,3,59,3.9282708168029785,"[-0.7612510919570923, -0.023334257304668427]",0,-1.0,False,False
1771366900.8331435,3,60,3.991481065750122,"[-0.78395015001297, -0.02269907295703888]",0,-1.0,False,False
